81402,FPK,NAT'L COMM. FOR FUTH. OF JEWISH ED.(UC),(718) 735-0200,824 EASTERN PARKWAY,BK,11213,FRI,12-1PM
80332,SK,NEIGHBORS TOGETHER,(718) 498-7256,2094 FULTON STREET,BK,11233,M-F/M-THUR,12-2PM/4-6PM
85240,FP,NEW HOPE PENTECOSTAL CHURCH OF JESUS CHRIST INC,NONE PROVIDED,1838 PARK PLACE,BK,11233,"SAT(2,4)",12-2PM
82186,FP,NEW LIFE SEVENTH DAY ADVENTIST CHURCH,718-385-0463,885-87 THOMAS BOYLAND STREET,BK,11212,MON/TUE/SUN,5-7PM/6-8PM/8-10AM
ID,TYPE,PROGRAM,ORG PHONE,DISTADD,STBO,DISTZIP,DAYS,HOURS
83582,SK,NEWMAN MEMORIAL UNITED CHURCH COMMUNITY DEVELOPMENT CORP.,718-622-7955,257 MACON STREET,BK,11216,SAT,10AM-2PM
81514,FP,NEWMAN MEMORIAL UNITED METHODIST CHURCH COMMUNITY DEVELOPM,(718) 622-7955,257 MACON STREET,BK,11216,SAT,10AM-2PM
80204,FP,NEXT STEP COMMUNITY CHURCH,(718) 875-1858,360 SCHERMERHORN STREET,BK,11217,"SAT (2,3,4)",9-10:30AM
85309,SK,NEXT STEP COMMUNITY CHURCH,718-875-1858,360 SCHERMERHORN STREET,BK,11217,"M,TUE,WED",9-10AM
83344,FP,NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION,718-453-9490,376 THROOP AVENUE,BK,11221,"TUE,THUR/SAT (3RD)",9AM-12PM/10AM-12PM
81065,FP,OPEN DOOR FAMILY LIFE CENTER INC,718-455-3545,999 GREEN AVENUE,BK,11221,SAT,8:30-10:30AM
85299,FP,OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC,347-822-0714,474 SHEPHERD AVENUE,BK,11208,SAT (3),1-2PM
83913,SK,OPIN (OTHER PEOPLE IN NEED),718-421-0148,1768 ST. JOHNS PLACE,BK,11233,FRI,2-4PM
80341,FP,OUR LADY OF ANGELS HUMAN SERVICES,718-726-9790,336 73RD STREET,BK,11209,WED,9:30AM-12PM&1:30-3PM
80343,FP,OUR LADY OF GRACE PARISH MINISTRY,718-645-2120,2322 EAST 4TH STREET,BK,11223,"M,W,THUR",9-11:30AM
83503,SKM,OUR LADY OF GRACE PARISH MINISTRY,718-645-2120,3162 BRIGHTON 4TH STREET,BK,11223,WED,12-12:30PM
80345,FP,OUR LADY OF MERCY CHURCH,(718) 346-3166,680 MOTHER GASTON BLVD.,BK,11212,"MON,FRI",9-11AM
82904,FP,OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER,718-257-2400,757 EAST 86TH STREET,BK,11236,SAT,10-11:30AM
80347,FP,OUR LADY OF REFUGE R.C. CHURCH,(718) 434-2090,2020 FOSTER AVE.,BK,11210,WED,10AM - 1PM
85802,FP,"PASWO (PAKISTANI AMERICAN SKILLED WOMEN ORGANIZATION, INC)",929-527-6842,930 DITMAS AVENUE,BK,11218,WED,1-3PM
85580,FP,PAYO FOOD PANTRY,718-713-2000,1045 CONEY ISLAND AVENUE,BK,11230,THUR,3-5PM
85685,FPM,PAYO MOBILE FOOD PANTRY,718-713-2000,2483 65TH STREET,BK,11204,FRI,1:30-2:30PM
85235,FP,PENIEL HAITIAN CHURCH OF C AND MA,718-469-3685,2741 ALBEMARLE ROAD,BK,11226,SAT/SAT(2ND),10AM-12PM/1-3PM
85373,FP,PENIEL SEVENTH DAY ADVENTIST CHURCH,518-652-3246,1210 UTICA AVENUE,BK,11203,FRI,10AM-12PM
80691,FP,PEOPLES BAPTIST CHURCH,718-676-0318,105 RIVERDALE AVENUE,BK,11212,"SAT (2,4)",12-2PM
85227,FP,PRESBYTERIAN CHURCH OF THE CROSSROADS,646-322-3992,133 ELTON STREET,BK,11208,"WED (2,4)",10AM-12PM
81586,FP,REACHING-OUT COMMUNITY SERVICES INC,(718) 373-4565,6417 18TH AVENUE,BK,11204,MON-FRI,9AM-5PM
85667,FP,RED HOOK COMMUNITY - REDEMPTION CHURCH,347-526-2697,27 HUNTINGTON STREET,BK,11231,THUR,10AM-12PM
85118,FP,REDEEMED CHRISTIAN CHURCH OF GOD INTERNATIONAL CHAPEL,347-955-4403,781 EAST 93RD STREET,BK,11236,SAT,12-2PM
81564,FP,SALT & SEA MISSION CHURCH INC.,917-873-9261,2417-2419 STILLWELL AVE,BK,11223,"TUE,THUR,SUN",10:30AM-12:45PM
83318,FP,"SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM",718-493-2385,404 LEFFERTS AVE,BK,11225,SAT,12-1PM
85237,FP,"SECOND ST. PAUL CHURCH OF CHRIST, DISCIPLE OF CHRIST, INC",718-235-8922,1048 SUTTER AVE,BK,11208,"SAT(2,4)",8-10AM
84206,FPK,SEPHARDIC BIKUR HOLIM FOOD PANTRY,718-787-1100,425 KINGS HIGHWAY,BK,11223,"M,TU,W,TH/FRI/TU,TH",9A-12:30P/9-11A/2-3:30P
81156,FPK,SHALOM SENIOR CENTER,(718) 774-9213,483 ALBANY AVE,BK,11203,MON-THUR/FRI,1-2PM/12-1PM
81207,FP,SILOAM PRESBYTERIAN CHURCH FOOD PANTRY,(718) 789-7050,260 JEFFERSON AVENUE,BK,11216,WED,10AM-12PM
85325,FP,SISTERS WITH PURPOSE INC,646-460-4101,1540 VAN SICLEN AVE,BK,11239,SAT,9-10AM
81646,FP,SOLID ROCK BAPTIST CHURCH,(718) 384-8764,120 TOMPKINS AVE,BK,11206,"MON,THUR",9AM-12PM
ID,TYPE,PROGRAM,ORG PHONE,DISTADD,STBO,DISTZIP,DAYS,HOURS
83348,FP,SOUTH BKLYN SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICE P,(718) 783-1662,42 PROSPECT PLACE,BK,11217,"SUN(1,3)",11AM-2PM
83174,FP,"SOUTHSIDE UNITED H.D.F.C., INC - LOS SURES",718-599-1940,145 SOUTH 3RD STREET,BK,11211,TUE,9AM-12PM
80382,FP,ST. ATHANASIUS R.C. CHURCH FP,718-236-0124,2154 61ST STREET,BK,11204,MON,3:15-5PM
85250,SK,ST. GEORGE'S EPISCOPAL CHURCH,718-789-6036,800 MARCY AVENUE,BK,11216,TUE-THUR,12:30-2PM
84230,FP,ST. GEORGE'S EPISCOPAL CHURCH FOOD PANTRY,718-789-6036,800 MARCY AVENUE,BK,11216,FRI,10AM-2PM
81626,FP,ST. JOHN'S BREAD & LIFE FOOD PANTRY,(718) 574-0058,795 LEXINGTON AVE,BK,11221,MON-THUR,8AM-1PM
80393,SK,ST. JOHN'S BREAD & LIFE PROGRAM,(718) 574-0058,795 LEXINGTON AVE,BK,11221,MON-THUR,9AM-12:30PM
85558,FP,ST. MARK'S UNITED METHODIST CHURCH,718-282-6304,2017 BEVERLEY ROAD,BK,11226,FRI,12-3PM
85316,FP,ST. PAUL PENTECOSTAL CHURCH,917-604-9644,133 THOMAS S BOYLAND STREET,BK,11233,SAT,11AM - 1PM
80401,FP,ST. PHILIP'S EPISCOPAL/ST. BENEDICT'S PANTRY,(718) 778-8700,265 DECATUR STREET,BK,11233,WED,11AM-1PM
81324,FP,ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION,718-938-4532,874 MYRTLE AVENUE,BK,11206,"WED,FRI",9-10:30AM
81412,SK,ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION,718-938-4532,874 MYRTLE AVENUE,BK,11206,WED-FRI,11AM-1PM
85229,FP,ST. THERESE OF LISIEUX R.C. CHURCH,718-451-0683,4410 AVENUE D,BK,11203,TUE,10:30AM-12:30PM
84761,FP,THE CHURCH OF ST. MARK,(718) 756-6607,1417 UNION STREET,BK,11213,"FRI(1,2,3,4)",11:30AM-1:30PM
83608,FP,THE CITY OF GRACE INC,(718) 693-7074,3402 TILDEN AVENUE,BK,11203,TUE,11AM-1PM
80366,FP,THE SALVATION ARMY BEDFORD TEMPLE CORPS,718-721-9046,601 LAFAYETTE AVENUE,BK,11216,WED,10AM-12PM
81057,FP,THE SALVATION ARMY BUSHWICK CORPS,(718) 455-4102,1151 BUSHWICK AVENUE,BK,11221,"MON,TUE,THUR",10AM-12:30PM
80364,SK,THE SALVATION ARMY BUSHWICK CORPS,(718) 455-4102,1151 BUSHWICK AVENUE,BK,11221,"M,TU,TH,FRI",12:30-2PM
80357,FP,THE SALVATION ARMY SUNSET PARK CORPS,(718) 438-1771,520 50TH STREET,BK,11220,"TUE,WED,THUR",10AM-12PM
83082,SK,THE SALVATION ARMY SUNSET PARK CORPS,(718) 438-1771,520 50TH STREET,BK,11220,TUE-THUR,12:30-1:30PM
85498,FP,THE TABLE AT THE FAMILY SUPPORT CENTER AT NYU LANGONE,718-630-7171,550 59TH STREET,BK,11220,FRI,9AM-12PM
85561,FP,THE TEMPLE OF RESTORATION TTOR FOOD PANTRY,646-863-4239,18 HERKIMER PLACE,BK,11216,"THUR,THUR/SAT",10AM-4PM/10AM-1PM
84354,FP,THURSTON MEMORIAL OUTREACH MINISTRIES,(718) 452-3646,1243 BUSHWICK AVE,BK,11221,FRI,2-4:30PM
83364,FPK,TOMCHE SHABBOS OF BORO PARK,(718) 259-5576,6225 NEW UTRECHT AVE,BK,11219,WED,3-5PM
